Country,Year,"Birth Per 1,000 population","Deaths Per 1,000 population","Net number of migrants per 1,000 population","     Rate of natural increase",Growth rate,"     Population","         Births","       Deaths","    Net numberof migrants","    Natural increase"
Albania,2004,15.1,5,-4.9,1.01,0.51,3544808,53456,17795,-17476,35661
Albania,2006,15.1,5.2,-4.7,0.99,0.52,3581655,54119,18696,-16726,35423
Albania,2005,15.1,5.1,-4.8,1,0.52,3563112,53732,18243,-17103,35489
Albania,2003,15.1,4.9,-5.1,1.02,0.51,3526642,53323,17351,-17845,35972
Albania,2001,15.3,4.7,-5.3,1.06,0.52,3490304,53367,16474,-18603,36893
Albania,2000,14.6,4.9,-5.5,0.97,0.42,3473835,50753,17091,-19002,33662
Albania,2007,15.2,5.3,-4.5,0.98,0.53,3600523,54584,19191,-16346,35393
Albania,2002,15.2,4.8,-5.2,1.04,0.52,3508512,53294,16911,-18244,36383
Algeria,2007,17.1,4.6,-0.3,1.25,1.22,33333216,570331,153999,-11000,416332
Algeria,2006,17.1,4.6,-0.3,1.25,1.22,32930091,564422,151808,-11526,412614
Algeria,2000,19.9,4.8,-0.5,1.51,1.46,30409300,604537,145052,-14596,459485
Algeria,2005,17.1,4.6,-0.4,1.25,1.22,32531853,557271,149647,-12037,407624
Algeria,2001,19.4,4.7,-0.5,1.47,1.43,30851518,598519,144694,-14192,453825
Algeria,2004,17.8,4.6,-0.4,1.31,1.27,32129324,570617,148116,-12530,422501
Algeria,2002,18.9,4.7,-0.4,1.42,1.38,31287142,591014,145798,-13766,445216
Algeria,2003,18.3,4.6,-0.4,1.37,1.33,31713719,581630,146835,-13320,434795
American Samoa,2003,25.9,3.4,-20.8,2.24,0.17,57844,1495,199,-1200,1296
American Samoa,2007,21.8,3.2,-21.2,1.86,-0.26,57663,1259,187,-1223,1072
American Samoa,2006,22.5,3.3,-21.1,1.92,-0.19,57794,1298,189,-1220,1109
American Samoa,2005,23.1,3.3,-20.9,1.98,-0.11,57881,1339,193,-1209,1146
American Samoa,2004,24.5,3.4,-20.7,2.11,0.04,57902,1416,196,-1199,1220
American Samoa,2002,27.3,3.5,-21,2.38,0.28,57716,1574,203,-1210,1371
American Samoa,2001,28.7,3.6,-21.4,2.51,0.37,57529,1650,207,-1230,1443
American Samoa,2000,30.2,3.9,-22.1,2.63,0.42,57301,1730,224,-1264,1506
Andorra,2003,9.7,5.7,6.7,0.39,1.06,69150,667,397,461,270
Andorra,2004,9.3,5.9,6.6,0.34,1,69865,651,412,461,239
Andorra,2006,8.7,6.2,6.5,0.25,0.89,71201,620,445,461,175
Andorra,2002,10,5.6,6.7,0.44,1.11,68403,682,381,461,301
Andorra,2001,10.3,5.4,6.8,0.49,1.17,67627,696,366,461,330
Andorra,2000,10.6,5.3,6.9,0.53,1.22,66824,707,352,461,355
Andorra,2007,8.4,6.5,6.4,0.2,0.84,71822,607,463,461,144
Andorra,2005,9,6.1,6.5,0.29,0.95,70549,635,428,461,207
Angola,2000,47.9,27.3,-7.3,2.06,1.33,10377267,497071,283196,-76273,213875
Angola,2001,47.3,27.1,-2.6,2.03,1.76,10538387,498887,285380,-27716,213507
Angola,2002,46.8,26.8,4.1,2,2.42,10760510,503699,288059,44118,215640
Angola,2003,46.3,26.4,10.4,1.99,3.03,11057090,512054,291907,114551,220147
Angola,2004,45.9,26,9.4,1.99,2.93,11391126,522283,296169,107418,226114
Angola,2005,45.4,25.6,5.6,1.98,2.54,11706954,531847,299932,65793,231915
Angola,2006,45,25.2,3.1,1.97,2.28,11992807,539077,302339,36938,236738
Angola,2007,44.5,24.8,2.1,1.97,2.18,12263596,545853,304260,26244,241593
Anguilla,2002,14.9,5.5,15,0.94,2.44,12446,186,69,187,117
Anguilla,2000,15.3,5.8,19.8,0.96,2.93,11797,181,68,233,113
Anguilla,2001,15.2,5.6,17.2,0.96,2.68,12132,184,68,209,116
Anguilla,2003,14.7,5.4,12.8,0.93,2.21,12738,187,69,163,118
Anguilla,2004,14.4,5.5,10.8,0.9,1.98,13008,188,71,140,117
Anguilla,2005,14.3,5.4,8.8,0.88,1.77,13254,189,72,117,117
Anguilla,2006,14.2,5.3,6.9,0.88,1.57,13477,191,72,93,119
Anguilla,2007,14,5.3,5.1,0.86,1.38,13677,191,73,70,118
Antigua and Barbuda,2007,16.6,5.3,-6,1.13,0.53,69481,1155,369,-420,786
Antigua and Barbuda,2006,16.9,5.4,-6.1,1.16,0.55,69108,1170,371,-420,799
Antigua and Barbuda,2004,17.7,5.5,-6.2,1.22,0.6,68320,1209,379,-420,830
Antigua and Barbuda,2003,18.2,5.6,-6.2,1.26,0.64,67897,1238,383,-420,855
Antigua and Barbuda,2002,18.8,5.8,-6.2,1.31,0.69,67448,1271,388,-420,883
Antigua and Barbuda,2001,19.5,5.9,-6.3,1.36,0.74,66970,1306,393,-420,913
Antigua and Barbuda,2000,20.2,6,-6.3,1.42,0.78,66464,1340,399,-420,941
Antigua and Barbuda,2005,17.3,5.4,-6.1,1.18,0.57,68722,1186,374,-420,812
Argentina,2007,16.5,7.5,0.4,0.9,0.94,40301927,666191,304280,16121,361911
Argentina,2006,16.7,7.5,0.4,0.92,0.96,39921833,667892,301410,15969,366482
Argentina,2005,16.9,7.6,0.4,0.93,0.97,39537943,668191,298907,15815,369284
Argentina,2004,17.2,7.6,0.6,0.96,1.02,39144753,672898,296326,23878,376572
Argentina,2003,17.5,7.6,0.6,0.99,1.05,38740807,676802,293655,24019,383147
Argentina,2002,17.7,7.6,0.6,1.01,1.08,38331121,679227,290933,24149,388294
Argentina,2001,18,7.6,0.6,1.04,1.1,37916560,680981,288166,23887,392815
Argentina,2000,18.2,7.6,0.6,1.06,1.12,37497728,682084,285358,23999,396726
Armenia,2007,12.3,8.3,-5.3,0.41,-0.13,2971650,36670,24635,-15869,12035
Armenia,2006,12.1,8.2,-5.7,0.38,-0.19,2976372,35925,24496,-17025,11429
Armenia,2000,11.4,8,-8.4,0.34,-0.5,3042556,34716,24462,-25588,10254
Armenia,2005,11.8,8.2,-6.1,0.36,-0.25,2982904,35079,24340,-18196,10739
Armenia,2004,11.4,8.1,-6.5,0.33,-0.32,2991360,34191,24290,-19354,9901
Armenia,2003,11.2,8.1,-6.8,0.31,-0.38,3001712,33469,24254,-20472,9215
Armenia,2002,10.9,8,-7.2,0.29,-0.43,3013818,32851,24231,-21579,8620
Armenia,2001,10.7,8,-7.5,0.27,-0.48,3027590,32395,24281,-22707,8114
Aruba,2007,12.8,7.6,10,0.52,1.52,100018,1283,761,1000,522
Aruba,2006,12.8,7.5,10.2,0.53,1.54,98496,1265,744,1000,521
Aruba,2005,12.9,7.5,10.3,0.53,1.56,96976,1248,730,1000,518
Aruba,2004,12.9,7.5,10.5,0.54,1.58,95461,1232,720,1000,512
Aruba,2003,12.9,7.6,15.7,0.54,2.11,93716,1214,709,1471,505
Aruba,2002,13,7.6,6.7,0.54,1.21,92170,1201,701,617,500
Aruba,2001,13.2,7.7,8.6,0.55,1.41,90971,1197,698,784,499
Aruba,2000,13.3,7.7,1.9,0.56,0.74,89995,1198,697,167,501
Australia,2007,12,7.6,3.8,0.45,0.82,20434176,245619,154482,77241,91137
Australia,2004,12.4,7.4,4,0.5,0.9,19913144,246923,146959,79254,99964
Australia,2003,12.6,7.3,4,0.52,0.93,19731984,247636,144241,79915,103395
Australia,2002,12.7,7.2,4.1,0.55,0.96,19546792,248440,141714,80533,106726
Australia,2001,12.9,7.2,4.2,0.57,0.99,19357594,248939,138988,81108,109951
Australia,2000,13,7.1,4.3,0.59,1.02,19164620,249332,136452,81833,112880
Australia,2006,12.1,7.5,3.9,0.46,0.85,20264082,246006,152183,78017,93823
Australia,2005,12.3,7.4,3.9,0.48,0.87,20090437,246309,149473,78554,96836
Austria,2005,8.8,9.7,2,-0.09,0.11,8184691,72107,79392,16124,-7285
Austria,2004,8.9,9.6,2,-0.07,0.14,8174762,72755,78151,16350,-5396
Austria,2003,9,9.4,2,-0.04,0.16,8162656,73546,76974,16652,-3428
Austria,2002,9.1,9.3,2.1,-0.02,0.19,8148312,74476,75779,16867,-1303
Austria,2001,9.3,9.2,2.1,0.01,0.22,8131690,75462,74730,17077,732
Austria,2000,9.7,9.5,2.1,0.02,0.23,8113413,78294,76753,17282,1541
Austria,2006,8.7,9.8,1.9,-0.1,0.09,8192880,71606,79963,15894,-8357
Austria,2007,8.7,9.8,1.9,-0.12,0.08,8199783,71256,80686,15662,-9430
Azerbaijan,2000,18,8.6,-4.1,0.94,0.53,7809052,140407,67314,-32017,73093
Azerbaijan,2001,16.9,8.5,-3.9,0.83,0.45,7847233,132461,66937,-30212,65524
Azerbaijan,2002,16.9,8.5,-3.6,0.84,0.48,7883781,132842,66697,-28303,66145
Azerbaijan,2003,17.2,8.4,-3.3,0.87,0.54,7924123,136136,66880,-26467,69256
Azerbaijan,2004,17.2,8.4,-3.1,0.88,0.57,7968351,137135,67094,-24463,70041
Azerbaijan,2005,17.3,8.4,-2.8,0.89,0.61,8015567,138589,67331,-22444,71258
Azerbaijan,2007,17.5,8.3,-2.2,0.91,0.69,8120247,141861,67804,-18271,74057
Azerbaijan,2006,17.4,8.4,-2.5,0.9,0.65,8066157,140190,67514,-20327,72676
"Bahamas, The",2006,17.6,9.1,-2.2,0.85,0.64,303770,5337,2749,-659,2588
"Bahamas, The",2005,17.9,9,-2.2,0.89,0.67,301790,5393,2707,-658,2686
"Bahamas, The",2004,18.2,8.8,-2.2,0.94,0.72,299697,5460,2643,-659,2817
"Bahamas, The",2002,18.9,8.6,-2.2,1.04,0.82,295131,5590,2523,-658,3067
"Bahamas, The",2000,19.7,8.3,-2.3,1.14,0.91,290075,5717,2413,-658,3304
"Bahamas, The",2007,17.3,9.1,-2.1,0.82,0.6,305655,5288,2791,-657,2497
"Bahamas, The",2001,19.3,8.4,-2.2,1.09,0.86,292663,5654,2467,-658,3187
"Bahamas, The",2003,18.6,8.7,-2.2,0.99,0.77,297477,5524,2582,-657,2942
Bahrain,2003,19,4,1.1,1.5,1.61,667238,12691,2662,714,10029
Bahrain,2001,20.1,3.9,1.1,1.61,1.73,645361,12952,2530,710,10422
Bahrain,2004,18.5,4,1.1,1.45,1.56,677886,12568,2732,712,9836
Bahrain,2000,20.6,3.9,1.1,1.67,1.78,634137,13070,2467,710,10603
Bahrain,2005,18.1,4.1,1,1.4,1.51,688345,12459,2808,716,9651
Bahrain,2006,17.8,4.1,0.8,1.37,1.45,698585,12435,2892,573,9543
Bahrain,2007,17.5,4.2,0.6,1.33,1.39,708573,12421,2983,425,9438
Bahrain,2002,19.5,4,1.1,1.56,1.67,656397,12819,2593,715,10226
Bangladesh,2003,29.9,8.6,-0.7,2.13,2.06,138448210,4139601,1194808,-99683,2944793
Bangladesh,2004,30,8.5,-0.7,2.15,2.08,141340476,4244454,1204221,-100352,3040233
Bangladesh,2006,29.8,8.3,-0.7,2.15,2.08,147365352,4391487,1218711,-100208,3172776
Bangladesh,2002,29.7,8.7,-0.7,2.09,2.02,135656790,4024937,1185640,-100386,2839297
Bangladesh,2001,29.4,8.9,-0.8,2.05,1.98,132974813,3902811,1178157,-99731,2724654
Bangladesh,2000,29,9,-0.8,2,1.93,130406594,3781791,1171051,-100413,2610740
Bangladesh,2007,29.4,8.1,-0.7,2.12,2.06,150448339,4417163,1223145,-99296,3194018
Bangladesh,2005,30,8.4,-0.7,2.16,2.09,144319628,4331032,1212285,-99581,3118747
Barbados,2007,12.6,8.6,-0.3,0.4,0.37,280946,3543,2419,-87,1124
Barbados,2001,13.4,9.1,-0.3,0.43,0.4,274584,3688,2496,-88,1192
Barbados,2002,13.3,9,-0.3,0.43,0.4,275673,3658,2481,-88,1177
Barbados,2003,13.1,8.9,-0.3,0.42,0.39,276761,3628,2466,-86,1162
Barbados,2004,13,8.8,-0.3,0.41,0.38,277816,3600,2450,-86,1150
Barbados,2005,12.8,8.7,-0.3,0.41,0.38,278870,3572,2437,-86,1135
Barbados,2000,13.6,9.2,-0.3,0.44,0.41,273483,3714,2513,-88,1201
Barbados,2006,12.7,8.7,-0.3,0.4,0.37,279912,3558,2427,-87,1131
Belarus,2000,9.3,13.4,1.2,-0.41,-0.29,10033697,93715,134853,12141,-41138
Belarus,2001,9.2,14,1,-0.49,-0.39,9999789,91698,140297,9800,-48599
Belarus,2002,8.9,14.7,0.8,-0.58,-0.51,9955189,88701,146640,7466,-57939
Belarus,2003,8.9,14.5,0.5,-0.55,-0.5,9905210,88553,143229,5151,-54676
Belarus,2004,9,14.2,0.2,-0.52,-0.5,9855951,88901,140053,2168,-51152
Belarus,2005,9.2,14.1,0.4,-0.49,-0.46,9809130,90244,138603,3629,-48359
Belarus,2006,9.4,14.1,0.4,-0.47,-0.43,9765736,91407,137209,3613,-45802
Belarus,2007,9.5,14,0.4,-0.45,-0.41,9724723,92385,135952,3695,-43567
Belgium,2007,10.3,10.3,1.2,0,0.12,10392226,106936,107248,12679,-312
Belgium,2006,10.4,10.3,1.2,0.01,0.13,10379067,107735,106593,12662,1142
Belgium,2005,10.5,10.2,1.2,0.03,0.15,10364388,108619,105924,12748,2695
Belgium,2004,10.6,10.2,1.2,0.04,0.16,10348276,109588,105552,12728,4036
Belgium,2003,10.7,10.2,1.2,0.05,0.18,10330824,110746,105271,12707,5475
Belgium,2001,11,10.2,1.2,0.08,0.2,10291679,113208,104975,12659,8233
Belgium,2000,11.2,10.2,2.5,0.1,0.34,10263618,114850,104894,25146,9956
Belgium,2002,10.8,10.2,1.2,0.07,0.19,10311970,111885,105079,12684,6806
Belize,2000,32.3,5.6,0,2.67,2.67,247887,8002,1396,0,6606
Belize,2007,28.3,5.8,0,2.26,2.26,294385,8343,1696,0,6647
Belize,2006,28.8,5.7,0,2.31,2.31,287730,8298,1646,0,6652
Belize,2005,29.3,5.7,0,2.37,2.37,281084,8241,1588,0,6653
Belize,2004,29.9,5.6,0,2.43,2.43,274435,8206,1545,0,6661
Belize,2003,30.5,5.6,0,2.49,2.49,267787,8157,1500,0,6657
Belize,2002,31.1,5.6,0,2.55,2.54,261138,8111,1462,0,6649
Belize,2001,31.7,5.6,0,2.61,2.61,254497,8057,1425,0,6632
Benin,2000,42.4,13.7,0.7,2.87,2.94,6627964,281026,90803,4308,190223
Benin,2005,39.6,12.5,0.7,2.71,2.78,7649360,302762,95541,5278,207221
Benin,2004,40.2,12.7,0.7,2.74,2.81,7438437,298802,94766,5281,204036
Benin,2003,40.8,13,0.7,2.78,2.85,7230693,294795,93927,5278,200868
Benin,2002,41.4,13.2,0.8,2.81,2.89,7026113,290670,93026,5270,197644
Benin,2001,42,13.5,0.7,2.85,2.92,6824931,286579,91932,4777,194647
Benin,2007,38.1,11.9,0.6,2.62,2.67,8078314,307784,96455,4685,211329
Benin,2006,38.9,12.2,0.7,2.66,2.73,7862944,305475,96085,5268,209390
Bermuda,2005,11.6,7.6,2.5,0.4,0.64,65365,758,499,160,259
Bermuda,2004,11.8,7.5,2.5,0.43,0.68,64935,768,490,162,278
Bermuda,2003,12.1,7.5,2.6,0.47,0.72,64482,782,481,165,301
Bermuda,2002,12.5,7.4,2.6,0.51,0.77,64004,798,473,167,325
Bermuda,2001,12.8,7.3,2.7,0.55,0.82,63498,816,465,169,351
Bermuda,2000,13.3,7.5,2.7,0.58,0.85,62971,838,473,168,365
Bermuda,2006,11.4,7.7,2.4,0.37,0.61,65773,750,509,158,241
Bermuda,2007,11.3,7.8,2.3,0.34,0.58,66163,745,519,155,226
Bhutan,2001,35.7,14,0,2.17,2.17,2049412,73225,28753,0,44472
Bhutan,2002,35.3,13.7,0,2.15,2.15,2094176,73841,28774,0,45067
Bhutan,2003,34.8,13.5,0,2.13,2.13,2139549,74499,28820,0,45679
Bhutan,2004,34.4,13.2,0,2.12,2.12,2185569,75205,28850,0,46355
Bhutan,2005,34,12.9,0,2.11,2.11,2232291,75965,28886,0,47079
Bhutan,2006,33.6,12.7,0,2.1,2.1,2279723,76713,28952,0,47761
Bhutan,2007,33.3,12.5,0,2.08,2.08,2327849,77471,29005,0,48466
Bhutan,2000,36.2,14.3,0,2.19,2.19,2005222,72629,28715,0,43914
Bolivia,2003,25.5,7.9,-1.4,1.76,1.63,8586443,219212,67919,-11763,151293
Bolivia,2004,24.6,7.8,-1.3,1.69,1.56,8724156,215050,67787,-11516,147263
Bolivia,2006,23.3,7.5,-1.2,1.58,1.45,8989046,209445,67688,-10967,141757
Bolivia,2002,26.4,8.1,-1.4,1.84,1.69,8445134,223036,67983,-11992,155053
Bolivia,2001,27.3,8.2,-1.4,1.91,1.76,8300463,226354,68064,-12036,158290
Bolivia,2000,28.1,8.4,-1.5,1.98,1.83,8152620,229496,68156,-11984,161340
Bolivia,2007,22.8,7.4,-1.2,1.54,1.42,9119152,208099,67846,-10761,140253
Bolivia,2005,23.8,7.6,-1.3,1.61,1.49,8857870,210463,67674,-11249,142789
Bosnia and Herzegovina,2007,8.8,8.4,9.7,0.04,1,4552198,40059,38330,43929,1729
Bosnia and Herzegovina,2001,9.2,7.4,13.7,0.18,1.55,4111293,37701,30341,56489,7360
Bosnia and Herzegovina,2002,8.8,7.4,9.3,0.14,1.06,4165416,36489,30824,38697,5665
Bosnia and Herzegovina,2003,8.8,6.7,24.1,0.2,2.62,4243181,37128,28429,102473,8699
Bosnia and Herzegovina,2004,8.7,7.4,20.2,0.13,2.15,4345591,37980,32157,87824,5823
Bosnia and Herzegovina,2005,8.8,8.1,16.5,0.07,1.72,4430494,38767,35798,73192,2969
Bosnia and Herzegovina,2000,9.8,7.5,19.5,0.23,2.17,4035457,39547,30468,78691,9079
Bosnia and Herzegovina,2006,8.8,8.3,13,0.05,1.35,4498976,39456,37207,58532,2249
Botswana,2000,26.9,16.3,6.1,1.05,1.66,1639319,44081,26786,9967,17295
Botswana,2001,26.1,17.4,6,0.88,1.48,1665069,43525,28889,9957,14636
Botswana,2002,25.4,17.3,5.9,0.81,1.4,1689109,42954,29289,9966,13665
Botswana,2003,24.7,17.2,5.8,0.75,1.33,1712268,42362,29537,9965,12825
Botswana,2004,24.1,16.4,5.7,0.77,1.34,1734949,41812,28523,9959,13289
Botswana,2005,23.5,14.2,5.7,0.94,1.5,1759832,41426,24919,9961,16507
Botswana,2006,23.4,13.1,5.6,1.02,1.58,1787600,41758,23435,9957,18323
Botswana,2007,23.2,13.6,5.5,0.95,1.5,1815508,42065,24745,9967,17320
Brazil,2007,16.3,6.2,0,1.01,1.01,190010647,3097174,1176166,-5700,1921008
Brazil,2006,16.6,6.2,0,1.04,1.04,188078227,3114575,1160443,-5642,1954132
Brazil,2005,16.8,6.2,0,1.07,1.06,186112794,3132278,1144594,-5583,1987684
Brazil,2004,17.2,6.1,0,1.11,1.11,184101109,3175744,1130381,-5523,2045363
Brazil,2003,17.7,6.1,0,1.15,1.15,182032604,3216516,1115860,-5461,2100656
Brazil,2002,18.1,6.1,0,1.19,1.19,179914212,3247452,1101075,-5397,2146377
Brazil,2001,18.4,6.1,0,1.23,1.23,177752913,3274209,1087848,-5333,2186361
Brazil,2000,18.8,6.1,0,1.27,1.26,175552771,3298637,1076138,-5267,2222499
Brunei,2000,23,3.4,3.2,1.96,2.28,325297,7482,1106,1047,6376
Brunei,2007,18.6,3.3,2.8,1.53,1.81,374577,6952,1221,1045,5731
Brunei,2005,18.9,3.2,2.9,1.56,1.85,361110,6811,1174,1044,5637
Brunei,2004,19.9,3.3,3,1.66,1.96,354305,7040,1155,1045,5885
Brunei,2003,20.9,3.3,3,1.76,2.06,347260,7258,1142,1045,6116
Brunei,2002,21.9,3.3,3.1,1.86,2.17,339989,7463,1129,1044,6334
Brunei,2001,22.1,3.4,3.1,1.88,2.19,332654,7362,1114,1045,6248
Brunei,2006,18.7,3.2,2.8,1.55,1.83,367819,6889,1195,1045,5694
Bulgaria,2007,9.6,14.3,-3.7,-0.47,-0.84,7322858,70446,104570,-27168,-34124
Bulgaria,2006,9.7,14.3,-4,-0.46,-0.86,7385367,71269,105389,-29615,-34120
Bulgaria,2005,9.7,14.3,-4.3,-0.46,-0.89,7450349,71970,106242,-32037,-34272
Bulgaria,2004,9.7,14.2,-4.6,-0.46,-0.92,7517973,72548,107131,-34432,-34583
Bulgaria,2003,9.6,14.2,-4.8,-0.46,-0.95,7588399,73076,108135,-36804,-35059
Bulgaria,2002,9.6,14.3,-5.1,-0.47,-0.98,7661799,73553,109257,-39228,-35704
Bulgaria,2001,9.6,14.3,-5.4,-0.47,-1.01,7738416,73902,110659,-41633,-36757
Bulgaria,2000,9.5,14.3,-5.6,-0.48,-1.05,7818495,74276,112117,-44018,-37841
Burkina Faso,2007,45.3,15.3,0,3,3,14326203,648690,219334,0,429356
Burkina Faso,2000,48,18.1,0,2.99,2.99,11308552,543263,205137,113,338126
Burkina Faso,2006,45.6,15.6,0,3,3,13902972,634254,216886,0,417368
Burkina Faso,2005,46,15.9,0,3,3,13491736,620080,214788,0,405292
Burkina Faso,2004,46.3,16.2,0,3,3,13092647,605666,212625,0,393041
Burkina Faso,2003,46.6,16.6,0,3,3,12705775,591581,210916,127,380665
Burkina Faso,2002,47,17,13.1,2.99,4.3,12251209,575562,208761,160123,366801
Burkina Faso,2001,47.5,17.6,13.6,2.99,4.36,11732326,557637,206372,159677,351265
Burma,2003,19,9.7,-0.2,0.93,0.91,45628897,866949,441688,-11407,425261
Burma,2004,18.5,9.6,3.4,0.89,1.22,46117911,851798,442732,154956,409066
Burma,2006,17.7,9.4,0,0.83,0.83,46986207,831656,442610,0,389046
Burma,2002,19.5,9.7,0.1,0.98,0.99,45198023,882717,439777,4520,442940
Burma,2001,20,9.8,-0.4,1.03,0.99,44753046,896851,436790,-17901,460061
Burma,2000,20.5,9.8,-0.4,1.08,1.04,44301206,909947,432823,-15948,477124
Burma,2007,17.5,9.3,0,0.81,0.81,47373958,828097,441999,0,386098
Burma,2005,17.9,9.5,0,0.84,0.84,46595675,834529,443125,0,391404
Burundi,2007,42,13.2,7.1,2.88,3.59,8390505,352149,110503,59824,241646
Burundi,2001,43.6,15.3,3.9,2.83,3.22,6810307,296657,103925,26288,192732
Burundi,2002,43.2,14.9,0.5,2.83,2.88,7021078,303240,104474,3370,198766
Burundi,2003,42.9,14.5,7.5,2.84,3.59,7251827,311103,105151,54171,205952
Burundi,2004,42.6,14.1,7.2,2.85,3.57,7516212,320416,106204,54192,214212
Burundi,2005,42.5,13.8,8.5,2.87,3.72,7795426,330994,107499,66495,223495
Burundi,2000,44,15.6,-4.2,2.84,2.42,6621126,291330,103356,-27610,187974
Burundi,2006,42.2,13.5,8.2,2.88,3.7,8090068,341563,108892,66500,232671
Cambodia,2000,27.2,9,0,1.82,1.82,12395580,337284,111808,0,225476
Cambodia,2001,26.8,8.9,0,1.79,1.79,12621512,338130,111953,0,226177
Cambodia,2002,26.4,8.7,0,1.76,1.76,12848004,338545,111906,0,226639
Cambodia,2003,25.9,8.6,0,1.73,1.73,13074337,338625,112701,0,225924
Cambodia,2004,25.5,8.5,0,1.7,1.7,13300312,339025,113186,0,225839
Cambodia,2005,25.2,8.4,0,1.68,1.68,13526825,340470,113355,0,227115
Cambodia,2006,25.4,8.3,0,1.7,1.71,13757662,348757,114326,0,234431
Cambodia,2007,25.5,8.2,0,1.73,1.73,13995904,357315,115326,0,241989
Cameroon,2007,35.1,12.7,0,2.24,2.24,18060382,633378,228644,0,404734
Cameroon,2006,35.6,13,0,2.27,2.27,17657856,628796,228846,0,399950
Cameroon,2005,36.1,13.3,0,2.27,2.27,17261467,622449,230268,0,392181
Cameroon,2004,36.7,13.9,0,2.28,2.28,16872750,619736,234362,169,385374
Cameroon,2003,37.4,14.2,0,2.32,2.32,16489008,617019,233979,0,383040
Cameroon,2002,38.1,14.4,1.4,2.38,2.52,16094435,613842,231277,23337,382565
Cameroon,2000,38.2,14.5,-0.3,2.37,2.33,15343036,585951,223088,-5217,362863
Cameroon,2001,38.2,14.5,-0.1,2.37,2.36,15706855,599688,227435,-1885,372253
Canada,2006,10.8,7.8,5.8,0.3,0.88,33098932,356806,258172,193629,98634
Canada,2005,10.8,7.7,5.9,0.31,0.9,32805041,355607,253583,193550,102024
Canada,2004,10.9,7.7,6,0.32,0.92,32507874,354661,249335,193747,105326
Canada,2003,11,7.6,6,0.34,0.94,32207113,353956,245096,193565,108860
Canada,2001,11.2,7.5,6.1,0.37,0.99,31592805,354155,235998,193664,118157
Canada,2000,11.3,7.4,6.2,0.4,1.01,31278097,354694,231145,193924,123549
Canada,2007,10.8,7.9,5.8,0.29,0.87,33390141,358944,262447,193329,96497
Canada,2002,11.1,7.5,6.1,0.35,0.96,31902268,353796,240543,193647,113253
Cape Verde,2000,29.7,7.4,-12.5,2.23,0.98,401343,11908,2962,-5013,8946
Cape Verde,2007,24.4,6.5,-11.8,1.79,0.61,423613,10336,2753,-5011,7583
Cape Verde,2006,24.9,6.5,-11.9,1.83,0.64,420979,10470,2757,-5014,7713
Cape Verde,2005,25.3,6.6,-12,1.87,0.67,418224,10594,2769,-5015,7825
Cape Verde,2001,28.7,7.2,-12.4,2.15,0.92,405163,11632,2913,-5012,8719
Cape Verde,2004,26.1,6.7,-12.1,1.94,0.73,415294,10852,2791,-5013,8061
Cape Verde,2002,27.8,7,-12.3,2.08,0.85,408760,11368,2865,-5011,8503
Cape Verde,2003,26.9,6.9,-12.2,2.01,0.79,412137,11107,2827,-5012,8280
Cayman Islands,2007,12.6,5,17.3,0.76,2.5,46600,587,232,808,355
Cayman Islands,2006,12.7,4.9,17.8,0.79,2.56,45436,579,222,808,357
Cayman Islands,2005,12.9,4.8,18.2,0.81,2.64,44270,572,213,808,359
Cayman Islands,2003,13.3,4.7,19.3,0.86,2.79,41934,559,197,808,362
Cayman Islands,2002,13.6,4.6,19.8,0.9,2.88,40762,555,189,808,366
Cayman Islands,2001,13.9,4.6,20.4,0.93,2.97,39588,550,182,808,368
Cayman Islands,2000,14.2,4.6,21,0.97,3.07,38410,546,175,808,371
Cayman Islands,2004,13.1,4.8,18.8,0.83,2.71,43103,565,205,808,360
Central African Republic,2005,34.3,18.8,0,1.55,1.55,4237703,145438,79711,0,65727
Central African Republic,2004,34.8,18.9,0,1.58,1.58,4171859,144972,78932,0,66040
Central African Republic,2003,35.2,18.9,-3.2,1.62,1.31,4112104,144746,77924,-13076,66822
Central African Republic,2002,35.7,18.9,1.6,1.67,1.83,4048013,144393,76629,6477,67764
Central African Republic,2001,36.2,18.8,-8.3,1.74,0.91,3993016,144507,75029,-33102,69478
Central African Republic,2007,33.5,18.5,0,1.51,1.5,4369038,146450,80652,0,65798
Central African Republic,2000,36.7,18.6,1.8,1.82,1.99,3935417,144587,73120,6926,71467
Central African Republic,2006,33.9,18.6,0,1.53,1.52,4303356,145927,80258,0,65669
Chad,2005,43.8,17.3,0.3,2.65,2.68,9400658,411937,162913,3290,249024
Chad,2004,45.6,17.7,10.8,2.79,3.87,9097655,415126,160938,97800,254188
Chad,2003,47.4,18,10.8,2.94,4.02,8745740,414810,157773,94804,257037
Chad,2002,49.3,18.3,0.9,3.1,3.19,8436193,415820,154129,7677,261691
Chad,2001,49.2,18.4,-0.9,3.08,2.99,8179408,402509,150338,-7443,252171
Chad,2000,49.1,18.5,-1.8,3.06,2.88,7942675,389985,146939,-14059,243046
Chad,2006,43.1,17,-0.8,2.61,2.53,9648955,415677,163936,-7912,251741
Chad,2007,42.4,16.7,-2.5,2.57,2.32,9885661,418658,164992,-24319,253666
Chile,2007,15,5.9,0,0.92,0.92,16284741,244760,95591,0,149169
Chile,2006,15.2,5.8,0,0.94,0.94,16134219,245724,93740,0,151984
Chile,2005,15.4,5.8,0,0.97,0.97,15980912,246745,92050,0,154695
Chile,2004,15.8,5.7,0,1.01,1.01,15823957,249544,90355,0,159189
